,SpeciesLong,SpeciesShort,Habitat,Taxon,Abundance,Assimilation_eff,LF_dist,LF_dist1,LF_dist2,LWR_a,LWR_b,VBG_K,VBG_LOO,VBG_t0,Mat_age,Tmax,M_type,M_const,Sex_rat,Swim_velo
146,Harpinia_propinqva,sp146,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
147,Heteralepas_cantelli,sp147,"Marine, Oceanic, Benthic, Sessile, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
148,Heterorhabdus_norvegicus,sp148,"Marine, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
149,Hippomedon_serratus,sp149,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
150,Homarus_americanus,sp150,"Marine, Neritic, SubLittoral, Benthic, Mobile, SoftBottom, Mud, HardBottom, Rocky, Macrophyte, BedsRock",,10,0.8,constant,0,10,NA,NA,0.077,24.8,NA,NA,NA,constant,0,0.5,NA
151,Lebbeus_groenlandicus,sp151,"Marine, Oceanic, mesopelagic, Benthic, Mobile",,10,0.8,constant,0,10,NA,NA,0.445,4.122,NA,NA,NA,constant,0,0.5,NA
152,Lebbeus_microceros,sp152,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
153,Lebbeus_polaris,sp153,"Marine, Benthic, SoftBottom, HardBottom, Macrophyte",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
154,Leptocheirus_pinguis,sp154,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
155,Leptostylis_longimana,sp155,"Marine, Benthic, Demersal",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
156,Leucothoe_spinicarpa,sp156,"Marine, Neritic, SubLittoral, Parasitism, Commensalism, Benthic, Mobile, SoftBottom, Sand, SeaGrassBeds",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
157,Libinia_dubia,sp157,"Marine, Benthic, Mobile, SoftBottom, HardBottom, Rubble, SeaGrassBeds, Vegetation",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
158,Libinia_emarginata,sp158,"Marine, Benthic, SoftBottom, HardBottom, Rubble, Vegetation",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
159,Limulus_polyphemus,sp159,"Marine, Neritic, LittoralZone, Intertidal, Benthic, Mobile, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
160,Lithodes_maja,sp160,"Marine, Neritic, Oceanic, Benthic, Mobile, SoftBottom, Sand",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
161,Lucicutia_flavicornis,sp161,"Marine, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
162,Lucicutia_ovalis,sp162,"Marine, Epipelagic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
163,Mecynocera_clausi,sp163,"Marine, Oceanic, Epipelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
164,Megamoera_dentata,sp164,"Marine, Benthic, SoftBottom, Macrophyte",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
165,Meganyctiphanes_norvegica,sp165,"Marine, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
166,Mesocalanus_tenuicornis,sp166,"Marine, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
167,Metridia_longa,sp167,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
168,Microsetella_norvegica,sp168,"Marine, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
169,Miracia_efferata,sp169,"Marine, Oceanic, Epipelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
170,Mormonilla_phasma,sp170,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
171,Nannocalanus_minor,sp171,"Marine, Neritic, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
172,Nematobrachion_boopis,sp172,"Marine, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
173,Neolithodes_grimaldii,sp173,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
174,Oithona_atlantica,sp174,"Marine, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
175,Oithona_similis,sp175,"Marine, Oceanic, Epipelagic, BrackishWater, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
176,Oncaea_venusta,sp176,"Marine, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
177,Ovalipes_ocellatus,sp177,"Marine, Neritic, LittoralZone, SubLittoral, Benthic, Mobile, SoftBottom, Sand",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
178,Oxyurostylis_smithi,sp178,"Marine, Benthic, Pelagic, SoftBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
179,Pandalus_borealis,sp179,"Marine, Benthic, Demersal, SoftBottom, Sand, Silt, Mud, Rocky",,10,0.8,constant,0,10,NA,NA,0.293666667,2.744166667,-0.885,NA,8,constant,0,0.5,NA
180,Pandalus_montagui,sp180,"Marine, Neritic, SubLittoral, Benthic, Mobile, SoftBottom, Ooze, Detritus, Organic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
181,Paraeuchaeta_norvegica,sp181,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
182,Parapagurus_pilosimanus,sp182,"Marine, Benthic, Mobile, OInverterbrates",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
183,Parasterope_pollex,sp183,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
184,Pasiphaea_multidentata,sp184,"Marine, Oceanic, Epipelagic, mesopelagic, bathypelagic, Cave, Pelagic, Seamounts",,10,0.8,constant,0,10,NA,2.7,0.806666667,4.763333333,NA,NA,NA,constant,0,0.5,NA
185,Peratocytheridea_setipunctata,sp185,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
186,Photis_pollex,sp186,"Marine, Neritic, SubLittoral, Benthic, Mobile, Macrobenthos, SoftBottom, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
187,Phoxocephalus_holbolli,sp187,"Marine, Neritic, SubLittoral, Oceanic, Benthic, Mobile, Macrobenthos, SoftBottom, Sand, Coarse",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
188,Pleoticus_robustus,sp188,"Marine, Neritic, BrackishWater, Estuaries, Benthic, Mobile, SoftBottom, Sand, Silt, Mud",,10,0.8,constant,0,10,NA,NA,0.39,24.25,NA,NA,NA,constant,0,0.5,NA
189,Pleuromamma_borealis,sp189,"Marine, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
190,Podon_leuckartii,sp190,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
191,Politolana_concharum,sp191,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
192,Pontophilus_norvegicus,sp192,"Marine, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
193,Pseudoamallothrix_ovata,sp193,"Marine, Oceanic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
194,Ptilanthura_tenuis,sp194,"Marine, Neritic, LittoralZone, Intertidal, Benthic, Endofauna, CoralReefs",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
195,Rhepoxynius_hudsoni,sp195,"Marine, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
196,Rhincalanus_nasutus,sp196,"Marine, Oceanic, Epipelagic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
197,Robustosergia_robusta,sp197,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
198,Scyllarides_nodifer,sp198,"Marine, Benthic, Mobile, SoftBottom, Sand, Mud, HardBottom, Rubble",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
199,Siphonoecetes_smithianus,sp199,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
200,Skaptopus_brychius,sp200,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
201,Spinocalanus_abyssalis,sp201,"Marine, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
202,Spirontocaris_liljeborgii,sp202,"Marine, Benthic, Demersal",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
203,Spirontocaris_phippsii,sp203,"Marine, Benthic, HardBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
204,Squilla_empusa,sp204,"Marine, Neritic, SubLittoral, Benthic, SoftBottom, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
205,Syscenus_atlanticus,sp205,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
206,Tanaissus_psammophilus,sp206,"Marine, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
207,Temora_longicornis,sp207,"Marine, Oceanic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
208,Themisto_abyssorum,sp208,"Marine, Neritic, Oceanic, Benthic, Mobile, Demersal, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
209,Themisto_compressa,sp209,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
210,Themisto_libellula,sp210,"Marine, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
211,Thysanoessa_gregaria,sp211,"Marine, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
212,Thysanoessa_longicaudata,sp212,"Marine, Epipelagic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,7.8,1.68,NA,NA,NA,constant,0,0.5,NA
213,Thysanoessa_raschii,sp213,"Marine, Neritic, Epipelagic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
214,Triconia_borealis,sp214,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
215,Triconia_conifera,sp215,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
216,Triconia_minuta,sp216,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
217,Unciola_irrorata,sp217,"Marine, Benthic, Endofauna, SoftBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
218,Caecosagitta_macrocephala,sp218,"Marine, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
219,Eukrohnia_fowleri,sp219,"Marine, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
220,Eukrohnia_hamata,sp220,"Marine, Neritic, Oceanic, Epipelagic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
221,Parasagitta_elegans,sp221,"Marine, Neritic, Oceanic, Epipelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
222,Pseudosagitta_maxima,sp222,"Marine, Neritic, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
223,Serratosagitta_serratodentata,sp223,"Marine, Neritic, Oceanic, Epipelagic, mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
224,Acanthochaenus_luetkenii,sp224,Oceanic,,10,0.8,constant,0,10,NA,NA,0.414,11.04,-0.27,NA,NA,constant,0,0.5,NA
225,Acanthocybium_solandri,sp225,"Oceanic, Epipelagic, Solitary, HardBottom, Rocky",,10,0.8,constant,0,10,NA,3.91,0.31316375,173.355,-2.281666667,2,8.4,constant,0,0.5,11.33
226,Acipenser_oxyrinchus,sp226,"Oceanic, Estuaries, Stream",,10,0.8,constant,0,10,NA,NA,0.1015,227.725,-1.86,NA,60,constant,0,0.5,NA
227,Acipenser_oxyrinchus,sp227,Estuaries,,10,0.8,constant,0,10,NA,NA,0.1015,227.725,-1.86,NA,60,constant,0,0.5,NA
228,Ahliesaurus_berryi,sp228,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
229,Aldrovandia_affinis,sp229,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
230,Aldrovandia_oleosa,sp230,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
231,Aldrovandia_phalacra,sp231,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
232,Alepisaurus_brevirostris,sp232,"Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
233,Alepisaurus_ferox,sp233,"Oceanic, Epipelagic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
234,Alepocephalus_agassizii,sp234,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
235,Alepocephalus_australis,sp235,Benthic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
236,Alepocephalus_bairdii,sp236,,,10,0.8,constant,0,10,NA,NA,0.07792,91.475,1.45,NA,38,constant,0,0.5,NA
237,Alopias_superciliosus,sp237,"Neritic, Oceanic, Epipelagic, Lakes",,10,0.8,constant,0,10,NA,2.727,0.085111111,298.6666667,-4.225,NA,21,constant,0,0.5,NA
238,Alopias_vulpinus,sp238,"Oceanic, Epipelagic",,10,0.8,constant,0,10,NA,NA,0.130666667,381.0833333,-3.32,NA,23.66666667,constant,0,0.5,NA
239,Alosa_aestivalis,sp239,"Neritic, Oceanic, Estuaries, Stream, Lakes",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
240,Alosa_mediocris,sp240,"Neritic, Oceanic, Estuaries, Stream",,10,0.8,constant,0,10,NA,NA,0.3,61,NA,NA,NA,constant,0,0.5,NA
241,Alosa_pseudoharengus,sp241,"Neritic, Oceanic, Estuaries, Stream, Lakes",,10,0.8,constant,0,10,NA,2.96,0.534666667,19.2,NA,NA,NA,constant,0,0.5,16.9
242,Alosa_sapidissima,sp242,"Neritic, Oceanic, Estuaries, Stream, Lakes",,10,0.8,constant,0,10,NA,NA,0.383333333,56.06666667,NA,NA,NA,constant,0,0.5,NA
243,Aluterus_schoepfii,sp243,"Oceanic, SoftBottom, Sand, Mud, SeaGrassBeds",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
244,Amblyraja_jenseni,sp244,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
245,Amblyraja_radiata,sp245,"Oceanic, Shoaling, OutsideHost, InsideHost",,10,0.8,constant,0,10,NA,NA,0.12,94.51666667,-1.3925,NA,19,constant,0,0.5,NA
246,Ammodytes_americanus,sp246,"Oceanic, Estuaries, SoftBottom, Sand, Burrows",,10,0.8,constant,0,10,NA,NA,0.24,18.8,-1.14,1,12,constant,0,0.5,NA
247,Ammodytes_dubius,sp247,"Neritic, Oceanic, Schooling",,10,0.8,constant,0,10,NA,NA,0.35,25.6,-0.233333333,NA,9,constant,0,0.5,NA
248,Anarhichas_denticulatus,sp248,"Oceanic, Shoaling",,10,0.8,constant,0,10,NA,3,0.0895,156,-2.94,NA,NA,constant,0,0.5,NA
249,Anarhichas_lupus,sp249,"Neritic, Oceanic, Solitary, Schooling, SoftBottom, HardBottom, Rocky",,10,0.8,constant,0,10,NA,3.1456,0.095696667,135.4166667,-1.17,NA,22,constant,0,0.5,NA
250,Anarhichas_minor,sp250,"Oceanic, Shoaling, SoftBottom, HardBottom",,10,0.8,constant,0,10,NA,3,0.10225,153,NA,NA,NA,constant,0,0.5,NA
251,Anchoa_hepsetus,sp251,"Neritic, Oceanic, Estuaries",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
252,Anchoa_mitchilli,sp252,"Intertidal, Oceanic, Estuaries, Mangroves, SoftBottom, SeaGrassBeds",,10,0.8,constant,0,10,NA,3.18,0.523333333,11,-0.81,NA,NA,constant,0,0.5,NA
253,Anguilla_rostrata,sp253,"Neritic, Intertidal, Oceanic, Estuaries, Stream, Lakes",,10,0.8,constant,0,10,NA,NA,0.076223333,96.72,-1.75,NA,43,constant,0,0.5,NA
254,Anoplogaster_cornuta,sp254,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,0.86,15,NA,NA,NA,constant,0,0.5,NA
255,Anotopterus_pharao,sp255,"Oceanic, Mesopelagic, Pelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
256,Anthias_nicholsi,sp256,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
257,Antigonia_capros,sp257,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
258,Antimora_rostrata,sp258,"Oceanic, Shoaling, Benthic",,10,0.8,constant,0,10,NA,NA,0.114977143,95.54285857,-1.225,NA,36.33333333,constant,0,0.5,NA
259,Apristurus_indicus,sp259,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
260,Apristurus_manis,sp260,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
261,Apristurus_profundorum,sp261,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
262,Arctozenus_risso,sp262,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
263,Argentina_silus,sp263,Oceanic,,10,0.8,constant,0,10,NA,3.203,0.213359259,44.3062963,-2.0275,5.525,35,constant,0,0.5,NA
264,Argentina_striata,sp264,Demersal,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
265,Argyropelecus_aculeatus,sp265,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
266,Argyropelecus_affinis,sp266,Oceanic,,10,0.8,constant,0,10,NA,NA,0.67,10,NA,NA,NA,constant,0,0.5,NA
267,Argyropelecus_gigas,sp267,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
268,Argyropelecus_hemigymnus,sp268,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
269,Argyropelecus_sladeni,sp269,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
270,Ariomma_bondi,sp270,"Oceanic, Bathypelagic, Schooling, Demersal, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
271,Ariomma_melana,sp271,"Oceanic, SoftBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
272,Aristostomias_lunifer,sp272,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
273,Aristostomias_tittmanni,sp273,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
274,Aspidophoroides_monopterygius,sp274,Oceanic,,10,0.8,constant,0,10,NA,NA,0.298333333,15.85833333,-0.4905,NA,7,constant,0,0.5,NA
275,Astronesthes_niger,sp275,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
276,Astroscopus_guttatus,sp276,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
277,Atractodenchelys_phrix,sp277,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
278,Auxis_rochei,sp278,"Neritic, Oceanic, Epipelagic",,10,0.8,constant,0,10,NA,3.1085,0.476654545,47.88681818,-1.04075,NA,5,constant,0,0.5,2.19
279,Avocettina_infans,sp279,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
280,Bajacalifornia_megalops,sp280,"Oceanic, Bathypelagic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
281,Baldwinella_aureorubens,sp281,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
282,Balistes_capriscus,sp282,"Neritic, Oceanic, Estuaries, CoralReefs",,10,0.8,constant,0,10,NA,2.77,0.337884167,45.70145833,-0.557,NA,11.72727273,constant,0,0.5,NA
283,Barathrites_parri,sp283,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
284,Bathophilus_vaillanti,sp284,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
285,Bathygadus_favosus,sp285,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
286,Bathylagichthys_greyae,sp286,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
287,Bathylagus_euryops,sp287,"Oceanic, Shoaling",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
288,Bathypterois_dubius,sp288,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
289,Bathypterois_grallator,sp289,Benthic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
290,Bathypterois_phenax,sp290,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
291,Bathypterois_quadrifilis,sp291,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
292,Bathypterois_viridensis,sp292,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
293,Bathysaurus_ferox,sp293,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
294,Bathysaurus_mollis,sp294,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
295,Bathytoshia_centroura,sp295,"Oceanic, Estuaries",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
296,Bathytroctes_microlepis,sp296,Bathypelagic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
297,Bembrops_anatirostris,sp297,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
298,Bembrops_gobioides,sp298,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
299,Benthocometes_robustus,sp299,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
300,Benthodesmus_simonyi,sp300,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
301,Benthodesmus_tenuis,sp301,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
302,Benthosema_glaciale,sp302,"Oceanic, Shoaling",,10,0.8,constant,0,10,NA,3,0.3389,8.743,-0.23,NA,8,constant,0,0.5,NA
303,Bolinichthys_supralateralis,sp303,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
304,Borostomias_antarcticus,sp304,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
305,Brama_brama,sp305,Oceanic,,10,0.8,constant,0,10,NA,NA,0.084,70.5,-3.854,NA,NA,constant,0,0.5,NA
306,Bregmaceros_atlanticus,sp306,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
307,Brevoortia_tyrannus,sp307,"Neritic, Oceanic, Estuaries",,10,0.8,constant,0,10,NA,3,0.424790698,35.5744186,NA,NA,NA,constant,0,0.5,0.51
308,Brosme_brosme,sp308,"Oceanic, HardBottom, Rocky",,10,0.8,constant,0,10,NA,NA,0.133412308,83.37692308,NA,7.366666667,18,constant,0,0.5,NA
309,Brotulotaenia_crassa,sp309,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
310,Brotulotaenia_nigra,sp310,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
